Stellar models, Z=0.0500, Girardi et al. 2000 + Padova 1994 No mass loss conside
 
  42   84
 
  120.00 ML
 
58 2.5978832e+06  15.8019 5.531 5.076 0.000000 0.855057 0.075382 0.000000 0.003463 -3.883
59 2.6057500e+06  14.8500 5.485 5.076 0.000000 0.841000 0.089100 0.000000 0.003740 -3.949
60 2.6377200e+06  12.1100 5.333 5.076 0.000000 0.791000 0.137000 0.000000 0.005240 -4.170
61 2.6818200e+06   9.8500 5.179 5.069 0.000000 0.733000 0.193000 0.000000 0.007910 -4.398
62 2.7409400e+06   8.0400 5.028 5.060 0.000000 0.670000 0.252000 0.000000 0.012000 -4.621
63 2.8239800e+06   6.5200 4.878 5.051 0.000000 0.591000 0.324000 0.000000 0.019400 -4.849
64 2.9477300e+06   5.2100 4.725 5.049 0.000000 0.485000 0.414000 0.000000 0.034100 -5.095
65 3.0985200e+06   4.2700 4.608 5.074 0.000000 0.374000 0.501000 0.000000 0.058400 -5.312
66 3.1114900e+06   4.2100 4.604 5.082 0.000000 0.365000 0.507000 0.000000 0.061000 -5.328
67 3.1243100e+06   4.1500 4.626 5.111 0.000000 0.359000 0.511000 0.000000 0.062700 -5.345
68 3.1271808e+06   4.1386 4.669 5.147 0.000000 0.356196 0.513529 0.000000 0.063649 -5.348
69 3.1282395e+06   4.1336 4.682 5.157 0.000000 0.354836 0.514434 0.000000 0.063979 -5.349
70 3.1301622e+06   4.1237 4.699 5.167 0.000000 0.352617 0.515944 0.000000 0.064578 -5.351
71 3.1327105e+06   4.1107 4.721 5.177 0.000000 0.349926 0.517766 0.000000 0.065336 -5.354
72 3.1352745e+06   4.0985 4.750 5.181 0.000000 0.347762 0.519139 0.000000 0.065973 -5.357
73 3.1374530e+06   4.0897 4.785 5.177 0.000000 0.346711 0.519648 0.000000 0.066322 -5.360
74 3.1393672e+06   4.0822 4.821 5.169 0.000000 0.346166 0.519883 0.000000 0.066537 -5.361
75 3.1411740e+06   4.0739 4.853 5.160 0.000000 0.345457 0.520490 0.000000 0.066789 -5.363
76 3.1428888e+06   4.0653 4.880 5.152 0.000000 0.344565 0.521406 0.000000 0.067091 -5.366
77 3.1444428e+06   4.0583 4.903 5.143 0.000000 0.343821 0.522183 0.000000 0.067375 -5.368
78 3.1457845e+06   4.0539 4.924 5.133 0.000000 0.343375 0.522622 0.000000 0.067601 -5.369
79 3.1469088e+06   4.0505 4.942 5.122 0.000000 0.343048 0.522948 0.000000 0.067778 -5.371
80 3.1478020e+06   4.0467 4.956 5.111 0.000000 0.342674 0.523369 0.000000 0.067916 -5.372
81 3.1485438e+06   4.0425 4.968 5.101 0.000000 0.342247 0.523810 0.000000 0.068034 -5.373
82 3.1492360e+06   4.0382 4.980 5.090 0.000000 0.341819 0.524088 0.000000 0.068151 -5.373
83 3.1499172e+06   4.0341 4.991 5.078 0.000000 0.341408 0.524132 0.000000 0.068275 -5.374
84 3.1505600e+06   4.0300 5.001 5.064 0.000000 0.341000 0.524000 0.000000 0.068400 -5.375
 
   60.00 ML
 
 1 5.0000000e+03  60.0000 5.809 4.644 0.598000 0.352000 0.012400 0.003100 0.026400 -5.380
 2 2.5160042e+05  58.8285 5.815 4.634 0.597676 0.352308 0.012240 0.003324 0.026334 -5.334
 3 4.9682853e+05  57.5463 5.821 4.619 0.597509 0.352467 0.012157 0.003439 0.026300 -5.283
 4 7.3657206e+05  56.1665 5.828 4.601 0.598698 0.351336 0.012745 0.002618 0.026542 -5.225
 5 9.7001381e+05  54.6765 5.834 4.579 0.600416 0.349703 0.013593 0.001431 0.026891 -5.162
 6 1.1942431e+06  53.0327 5.840 4.554 0.599017 0.351033 0.012902 0.002397 0.026607 -5.098
 7 1.4058688e+06  51.1816 5.845 4.527 0.590445 0.359227 0.009049 0.007839 0.024967 -5.035
 8 1.6068846e+06  49.1448 5.850 4.501 0.571409 0.377787 0.003672 0.015900 0.022181 -4.978
 9 1.8009296e+06  46.9636 5.855 4.479 0.537898 0.411104 0.000984 0.022963 0.018798 -4.933
10 1.9878809e+06  44.7007 5.861 4.465 0.489267 0.460017-0.000361 0.026935 0.015281 -4.902
11 2.1604312e+06  42.5034 5.866 4.455 0.434992 0.514803 0.000102 0.029046 0.012082 -4.879
12 2.3090545e+06  40.5309 5.871 4.446 0.384820 0.565446 0.000730 0.030687 0.009669 -4.860
13 2.4321172e+06  38.8145 5.875 4.438 0.340900 0.609739 0.000675 0.032188 0.008132 -4.843
14 2.8580905e+06  24.7662 5.712 4.643 0.072349 0.879051 0.000652 0.036569 0.003568 -4.633
15 3.0075412e+06  21.8137 5.666 4.683 0.045628 0.905544 0.000675 0.036735 0.003293 -4.771
16 3.0217585e+06  21.5916 5.664 4.735 0.042107 0.908564 0.000680 0.036809 0.003252 -4.783
17 3.0240495e+06  21.5554 5.674 4.797 0.041636 0.909734 0.000680 0.036798 0.003250 -4.785
18 3.0254968e+06  21.5330 5.714 4.885 0.041237 0.910027 0.000680 0.036800 0.003250 -4.787
19 3.0264000e+06  21.5200 5.750 4.912 0.041100 0.910000 0.000681 0.036800 0.003250 -4.787
